EbroNfe1_000001-T1	259
EbroNfe1_000002-T1	330
EbroNfe1_000003-T1	163
EbroNfe1_000004-T1	341
EbroNfe1_000005-T1	213
EbroNfe1_000006-T1	148
EbroNfe1_000007-T1	211
EbroNfe1_000008-T1	444
EbroNfe1_000009-T1	94
EbroNfe1_000010-T1	428
EbroNfe1_000011-T1	875
EbroNfe1_000012-T1	126
EbroNfe1_000014-T1	446
EbroNfe1_000020-T1	312
EbroNfe1_000021-T1	162
EbroNfe1_000022-T1	200
EbroNfe1_000023-T1	420
EbroNfe1_000024-T1	532
EbroNfe1_000025-T1	288
EbroNfe1_000027-T1	324
EbroNfe1_000028-T1	3312
EbroNfe1_000029-T1	262
EbroNfe1_000030-T1	343
EbroNfe1_000032-T1	239
EbroNfe1_000033-T1	278
EbroNfe1_000034-T1	345
EbroNfe1_000037-T1	297
EbroNfe1_000038-T1	2233
EbroNfe1_000042-T1	436
EbroNfe1_000043-T1	407
EbroNfe1_000044-T1	143
EbroNfe1_000045-T1	288
EbroNfe1_000046-T1	1249
EbroNfe1_000047-T1	106
EbroNfe1_000048-T1	501
EbroNfe1_000049-T1	853
EbroNfe1_000050-T1	482
EbroNfe1_000051-T1	476
EbroNfe1_000052-T1	381
EbroNfe1_000053-T1	283
EbroNfe1_000054-T1	454
EbroNfe1_000055-T1	393
EbroNfe1_000056-T1	307
EbroNfe1_000057-T1	380
EbroNfe1_000058-T1	864
EbroNfe1_000059-T1	392
EbroNfe1_000060-T1	150
EbroNfe1_000061-T1	190
EbroNfe1_000062-T1	206
EbroNfe1_000063-T1	372
EbroNfe1_000064-T1	237
EbroNfe1_000065-T1	275
EbroNfe1_000066-T1	365
EbroNfe1_000067-T1	176
EbroNfe1_000068-T1	220
EbroNfe1_000069-T1	263
EbroNfe1_000070-T1	398
EbroNfe1_000071-T1	322
EbroNfe1_000072-T1	286
EbroNfe1_000073-T1	384
EbroNfe1_000074-T1	392
EbroNfe1_000075-T1	264
EbroNfe1_000076-T1	406
EbroNfe1_000077-T1	413
EbroNfe1_000078-T1	288
EbroNfe1_000079-T1	344
EbroNfe1_000080-T1	151
EbroNfe1_000081-T1	569
EbroNfe1_000082-T1	290
EbroNfe1_000083-T1	1352
EbroNfe1_000084-T1	165
EbroNfe1_000085-T1	327
EbroNfe1_000086-T1	146
EbroNfe1_000087-T1	344
EbroNfe1_000088-T1	1002
EbroNfe1_000089-T1	136
EbroNfe1_000090-T1	467
EbroNfe1_000091-T1	318
EbroNfe1_000092-T1	446
EbroNfe1_000093-T1	200
EbroNfe1_000094-T1	210
EbroNfe1_000095-T1	503
EbroNfe1_000096-T1	617
EbroNfe1_000097-T1	149
EbroNfe1_000098-T1	989
EbroNfe1_000099-T1	684
EbroNfe1_000100-T1	498
EbroNfe1_000101-T1	313
EbroNfe1_000102-T1	635
EbroNfe1_000103-T1	468
EbroNfe1_000104-T1	334
EbroNfe1_000105-T1	569
EbroNfe1_000106-T1	996
EbroNfe1_000107-T1	484
EbroNfe1_000108-T1	340
EbroNfe1_000109-T1	280
EbroNfe1_000110-T1	638
EbroNfe1_000111-T1	603
EbroNfe1_000112-T1	495
EbroNfe1_000113-T1	259
EbroNfe1_000114-T1	138
EbroNfe1_000115-T1	472
EbroNfe1_000116-T1	383
EbroNfe1_000117-T1	802
EbroNfe1_000118-T1	147
EbroNfe1_000119-T1	589
EbroNfe1_000120-T1	519
EbroNfe1_000121-T1	425
EbroNfe1_000122-T1	227
EbroNfe1_000123-T1	600
EbroNfe1_000124-T1	273
EbroNfe1_000126-T1	503
EbroNfe1_000127-T1	465
EbroNfe1_000128-T1	273
EbroNfe1_000129-T1	560
EbroNfe1_000130-T1	182
EbroNfe1_000131-T1	185
EbroNfe1_000132-T1	415
EbroNfe1_000133-T1	755
EbroNfe1_000134-T1	260
EbroNfe1_000135-T1	355
EbroNfe1_000136-T1	1201
EbroNfe1_000137-T1	370
EbroNfe1_000138-T1	205
EbroNfe1_000139-T1	113
EbroNfe1_000140-T1	487
EbroNfe1_000141-T1	372
EbroNfe1_000142-T1	422
EbroNfe1_000143-T1	476
EbroNfe1_000144-T1	197
EbroNfe1_000145-T1	655
EbroNfe1_000146-T1	215
EbroNfe1_000147-T1	368
EbroNfe1_000148-T1	78
EbroNfe1_000149-T1	614
EbroNfe1_000150-T1	738
EbroNfe1_000151-T1	281
